product_number,department_desc,elasticity
412,MENS OWN BRAND TOPS,80.87576204503453
2014,MENS BRANDED CLOTHING,80.52380952380932
1359,MENS OWN BRAND TOPS,79.99620725402373
2849,MENS BRANDED CLOTHING,77.4858737462584
1713,MENS OWN BRAND FOOTWEAR,75.74741658378396
4378,MENS BRANDED CLOTHING,74.07634238343182
107,MENS OWN BRAND OUTERWEAR,72.55179704016915
4591,MENS BRANDED CLOTHING,69.8775510204076
4458,MENS OWN BRAND BOTTOMS,69.42016261842495
787,MENS OWN BRAND KNITWEAR,69.23042240783163
3842,MENS OWN BRAND OUTERWEAR,68.20682068206806
3240,MENS BRANDED CLOTHING,67.88532125128246
1018,MENS BRANDED CLOTHING,66.25730888108224
4262,MENS OWN BRAND TOPS,64.53534784642443
1226,MENS BRANDED CLOTHING,64.21333333333324
1628,MENS OWN BRAND BOTTOMS,64.13287483359046
1062,MENS BRANDED CLOTHING,63.386402845277146
3090,MENS BRANDED CLOTHING,62.999999999999886
1263,MENS BRANDED CLOTHING,61.501228878648206
1615,MENS OWN BRAND BOTTOMS,59.710742713819855
3194,MENS BRANDED CLOTHING,59.692036216394555
2325,MENS OWN BRAND TOPS,58.79832390097986
2575,MENS OWN BRAND FOOTWEAR,58.789400092293484
4122,MENS BRANDED CLOTHING,57.97699410229395
1869,MENS BRANDED CLOTHING,56.76698858647933
2775,MENS OWN BRAND TOPS,56.357861475136986
776,MENS OWN BRAND KNITWEAR,55.59780155723911
2100,MENS BRANDED CLOTHING,55.57078940921622
725,MENS OWN BRAND FOOTWEAR,54.057274744442374
3031,MENS BRANDED CLOTHING,53.10752688172048
3880,MENS OWN BRAND BOTTOMS,52.565217391304344
183,MENS OWN BRAND TOPS,52.48841814628535
2857,MENS BRANDED CLOTHING,52.281432360742684
98,MENS OWN BRAND TOPS,50.4604890494165
2057,MENS OWN BRAND FOOTWEAR,50.25165767648128
2124,MENS OWN BRAND DENIM,50.189319813851206
3477,MENS OWN BRAND FOOTWEAR,49.998171856863664
2976,MENS BRANDED CLOTHING,49.80267750222325
3178,MENS BRANDED CLOTHING,49.74694376136641
2884,MENS BRANDED CLOTHING,49.32051171294801
1613,MENS OWN BRAND BOTTOMS,49.30775233637507
2564,MENS OWN BRAND FOOTWEAR,49.12340013729529
2802,MENS OWN BRAND TOPS,49.073905324113625
1687,MENS BRANDED FOOTWEAR,48.9030743268028
2056,MENS OWN BRAND FOOTWEAR,47.87278149903948
2357,MENS BRANDED FOOTWEAR,47.69298079924739
2690,MENS BRANDED CLOTHING,47.345833347595395
1467,MENS BRANDED CLOTHING,47.33035714285714
2961,MENS BRANDED CLOTHING,47.307692307692484
4444,MENS OWN BRAND DENIM,47.17607973421908
2712,MENS BRANDED CLOTHING,46.321725534679956
194,MENS OWN BRAND TOPS,46.177767663355404
2463,MENS BRANDED CLOTHING,45.91999999999993
2249,MENS BRANDED FOOTWEAR,45.492578339747126
3833,MENS BRANDED CLOTHING,45.05919174045355
3967,MENS OWN BRAND TOPS,45.0545454545455
3942,MENS OWN BRAND TOPS,44.421795005681275
4216,MENS BRANDED CLOTHING,44.333333333333336
226,MENS BRANDED CLOTHING,44.09867781224319
188,MENS OWN BRAND TOPS,43.19203734011083
1731,MENS OWN BRAND FOOTWEAR,43.1705090116376
1350,MENS OWN BRAND TOPS,42.849252397223076
2599,MENS BRANDED CLOTHING,42.78819863908234
2213,MENS BRANDED CLOTHING,42.66380874132415
1331,MENS OWN BRAND FOOTWEAR,42.20067478372533
2553,MENS OWN BRAND TOPS,42.05882352941177
3701,MENS BRANDED CLOTHING,41.96770572203375
714,MENS BRANDED FOOTWEAR,41.788194444444365
3603,MENS OWN BRAND TOPS,41.6178947371974
4435,MENS OWN BRAND BOTTOMS,41.34860097885313
3629,MENS BRANDED CLOTHING,41.34463585817165
1181,MENS BRANDED FOOTWEAR,40.51527617234375
4599,MENS BRANDED CLOTHING,40.453362555191056
4147,MENS BRANDED CLOTHING,40.233888967312915
3233,MENS BRANDED CLOTHING,40.21276595744695
1460,MENS BRANDED CLOTHING,40.138452050570415
245,MENS BRANDED CLOTHING,40.112291414644545
1504,MENS BRANDED CLOTHING,39.938478374630925
2709,MENS BRANDED CLOTHING,39.81553606976684
3262,MENS OWN BRAND BOTTOMS,39.32384837045592
566,MENS BRANDED CLOTHING,39.28612716763136
1091,MENS OWN BRAND TOPS,39.14328777043552
4390,MENS BRANDED CLOTHING,38.83965907169123
1573,MENS BRANDED CLOTHING,38.51224240185136
4600,MENS BRANDED CLOTHING,38.46776464726661
1032,MENS OWN BRAND OUTERWEAR,38.37302558802235
2339,MENS OWN BRAND TOPS,38.17202887129109
660,MENS BRANDED CLOTHING,38.166845910373006
4032,MENS OWN BRAND TOPS,38.08411214953267
4257,MENS OWN BRAND TOPS,38.051488282670995
2164,MENS BRANDED CLOTHING,37.96223716576778
2055,MENS OWN BRAND FOOTWEAR,37.68886630877538
2147,MENS OWN BRAND BOTTOMS,37.257789982769424
3004,MENS BRANDED FOOTWEAR,37.02480916030533
3872,MENS OWN BRAND TOPS,36.89596329976083
1360,MENS OWN BRAND TOPS,36.77485005447829
2726,MENS BRANDED CLOTHING,36.54999999999999
1321,MENS OWN BRAND TOPS,36.381416525318095
187,MENS OWN BRAND TOPS,36.037156936029966
4554,MENS BRANDED FOOTWEAR,35.64574468085107
1429,MENS BRANDED CLOTHING,35.57860824742332
2397,MENS OWN BRAND FOOTWEAR,35.171345708513215
1322,MENS OWN BRAND TOPS,34.65184216911372
3916,MENS OWN BRAND BOTTOMS,34.64643225494701
2287,MENS OWN BRAND KNITWEAR,34.31646823553293
1043,MENS OWN BRAND FOOTWEAR,34.104754795097726
318,MENS OWN BRAND OUTERWEAR,33.95293645366308
2819,MENS BRANDED FOOTWEAR,33.85714285714284
2942,MENS OWN BRAND TOPS,33.774659573272636
3034,MENS BRANDED CLOTHING,33.670927815736746
2534,MENS OWN BRAND TOPS,33.57542843357831
1492,MENS BRANDED CLOTHING,32.95767816247824
380,MENS OWN BRAND BOTTOMS,32.80826400028105
2160,MENS BRANDED CLOTHING,32.705882352941174
3791,MENS BRANDED CLOTHING,32.629831124794855
1967,MENS BRANDED CLOTHING,32.53165584234795
979,MENS OWN BRAND DENIM,32.496687598318154
3174,MENS OWN BRAND FOOTWEAR,32.35400273866213
235,MENS BRANDED CLOTHING,32.06403178995164
4105,MENS BRANDED CLOTHING,31.784252010138445
3715,MENS BRANDED CLOTHING,31.578788668748018
1990,MENS BRANDED CLOTHING,31.397759674134235
1559,MENS OWN BRAND TOPS,31.334398114498914
625,MENS BRANDED CLOTHING,31.078555905204837
4496,MENS OWN BRAND TOPS,30.996077834430473
4120,MENS OWN BRAND FOOTWEAR,30.787146898427935
2461,MENS BRANDED CLOTHING,30.783005417735964
3893,MENS OWN BRAND BOTTOMS,30.680435678280542
1772,MENS BRANDED CLOTHING,30.4144864167444
3173,MENS BRANDED FOOTWEAR,30.298115039774384
2289,MENS OWN BRAND KNITWEAR,30.096859281069815
2899,MENS OWN BRAND FOOTWEAR,30.054263069297054
1986,MENS BRANDED CLOTHING,30.02011726358901
4397,MENS BRANDED CLOTHING,29.958400406676187
3545,MENS BRANDED CLOTHING,29.919752480457415
2647,MENS OWN BRAND KNITWEAR,29.828231494435723
2666,MENS BRANDED CLOTHING,29.698078846860994
37,MENS OWN BRAND BOTTOMS,29.653674921127255
2993,MENS BRANDED FOOTWEAR,29.60764262648011
4010,MENS OWN BRAND TOPS,29.3441990844168
1046,MENS OWN BRAND FOOTWEAR,29.327403517453234
124,MENS OWN BRAND OUTERWEAR,29.082549874203465
1255,MENS BRANDED CLOTHING,28.875682231655624
2028,MENS BRANDED CLOTHING,28.774369541303745
589,MENS BRANDED CLOTHING,28.71328671328673
685,MENS OWN BRAND FOOTWEAR,28.68749999999997
2671,MENS BRANDED CLOTHING,28.640214856896144
3714,MENS BRANDED CLOTHING,28.618188894362785
4280,MENS OWN BRAND TOPS,28.5877135772521
2460,MENS BRANDED CLOTHING,28.475770925110144
1308,MENS BRANDED FOOTWEAR,28.36883230314527
1081,MENS OWN BRAND TOPS,28.30170131406829
1806,MENS BRANDED FOOTWEAR,28.221665669856467
3914,MENS OWN BRAND TOPS,28.09244791666662
582,MENS BRANDED FOOTWEAR,27.965883764786554
2345,MENS BRANDED FOOTWEAR,27.30813296552777
1577,MENS BRANDED CLOTHING,27.298395465329016
2867,MENS BRANDED CLOTHING,27.282051282051285
4391,MENS BRANDED CLOTHING,27.22064568999947
1335,MENS OWN BRAND TOPS,27.18425213176009
4296,MENS OWN BRAND TOPS,27.018396991407112
3391,MENS BRANDED CLOTHING,26.98174404822939
1418,MENS OWN BRAND FOOTWEAR,26.92452798286496
3336,MENS OWN BRAND OUTERWEAR,26.79770971097088
399,MENS OWN BRAND OUTERWEAR,26.725122876228365
1385,MENS OWN BRAND FOOTWEAR,26.70895396643833
1861,MENS BRANDED CLOTHING,26.702823786837453
1340,MENS OWN BRAND BOTTOMS,26.669413852098188
3096,MENS BRANDED CLOTHING,26.563954301470464
3312,MENS OWN BRAND FOOTWEAR,26.30459502177162
4196,MENS BRANDED CLOTHING,26.27769595200076
1644,MENS OWN BRAND BOTTOMS,26.166666666666703
2246,MENS BRANDED CLOTHING,25.5269841269841
4569,MENS BRANDED FOOTWEAR,25.322715572715662
2292,MENS BRANDED CLOTHING,25.126513871285713
1661,MENS OWN BRAND TOPS,25.084135350326306
1184,MENS BRANDED FOOTWEAR,25.066666711634483
1591,MENS OWN BRAND BOTTOMS,24.89044311745704
2625,MENS OWN BRAND KNITWEAR,24.686228528470483
2127,MENS OWN BRAND DENIM,24.35058167915561
4064,MENS BRANDED CLOTHING,24.266750788353058
547,MENS OWN BRAND DENIM,24.09430110448724
3823,MENS OWN BRAND OUTERWEAR,23.9882253152684
256,MENS OWN BRAND TOPS,23.785130400934214
2619,MENS OWN BRAND KNITWEAR,23.779857086725453
289,MENS BRANDED FOOTWEAR,23.56666681852832
3348,MENS BRANDED CLOTHING,23.4945501845736
792,MENS OWN BRAND KNITWEAR,23.32812869303014
3145,MENS BRANDED CLOTHING,23.135204346808592
2587,MENS BRANDED CLOTHING,22.966666701125778
68,MENS OWN BRAND BOTTOMS,22.881929925667478
2617,MENS OWN BRAND DENIM,22.86368243368678
2073,MENS OWN BRAND OUTERWEAR,22.328142152600506
3817,MENS BRANDED CLOTHING,22.316889632107024
3478,MENS BRANDED FOOTWEAR,22.21910963573664
1993,MENS BRANDED CLOTHING,22.208640708054997
2270,MENS OWN BRAND KNITWEAR,22.153393054023525
3946,MENS OWN BRAND TOPS,22.019404626189093
3167,MENS OWN BRAND FOOTWEAR,21.965534379432327
2602,MENS BRANDED CLOTHING,21.942424624823655
2228,MENS BRANDED CLOTHING,21.90260705436512
1059,MENS BRANDED CLOTHING,21.830792840179146
778,MENS OWN BRAND KNITWEAR,21.77233328682367
4585,MENS BRANDED CLOTHING,21.614248868170076
4214,MENS BRANDED CLOTHING,21.59999999999999
1387,MENS OWN BRAND FOOTWEAR,21.5245430955858
2393,MENS BRANDED CLOTHING,21.333333333333407
1195,MENS BRANDED FOOTWEAR,21.328975052599876
3246,MENS BRANDED CLOTHING,21.305615878807867
1715,MENS OWN BRAND FOOTWEAR,21.29251390983104
2351,MENS OWN BRAND FOOTWEAR,21.2678139609155
3446,MENS OWN BRAND OUTERWEAR,21.15151515151514
2384,MENS OWN BRAND FOOTWEAR,21.00290819966396
761,MENS BRANDED CLOTHING,21.000000000000075
4351,MENS BRANDED CLOTHING,20.99467494622916
3834,MENS BRANDED CLOTHING,20.959771835904036
3501,MENS OWN BRAND KNITWEAR,20.898096513576434
1733,MENS OWN BRAND FOOTWEAR,20.612239024512473
348,MENS BRANDED CLOTHING,20.5850130317518
3232,MENS BRANDED CLOTHING,20.49236641221371
305,MENS BRANDED CLOTHING,20.408802331693458
1264,MENS BRANDED CLOTHING,20.392013979971296
3983,MENS OWN BRAND TOPS,20.221844786213783
1939,MENS BRANDED CLOTHING,20.19032255117905
3567,MENS OWN BRAND OUTERWEAR,20.129255227233468
3848,MENS BRANDED FOOTWEAR,20.05882352941178
4346,MENS BRANDED CLOTHING,20.023828952719708
3777,MENS BRANDED CLOTHING,20.018325560759624
1067,MENS BRANDED CLOTHING,20.009082911210125
3325,MENS OWN BRAND KNITWEAR,19.87555158702818
12,MENS OWN BRAND BOTTOMS,19.790690272924643
773,MENS OWN BRAND KNITWEAR,19.764989079081698
3128,MENS BRANDED CLOTHING,19.7046511627907
2672,MENS BRANDED CLOTHING,19.639492016891555
769,MENS OWN BRAND KNITWEAR,19.63381309833745
3934,MENS OWN BRAND TOPS,19.62995892580997
2562,MENS OWN BRAND FOOTWEAR,19.6090368424667
1332,MENS OWN BRAND TOPS,19.539137999857136
4087,MENS BRANDED CLOTHING,19.28710376755947
18,MENS OWN BRAND BOTTOMS,19.121356662397616
646,MENS BRANDED CLOTHING,19.081018674836972
4229,MENS OWN BRAND TOPS,19.00180317107597
2029,MENS BRANDED CLOTHING,18.944508140187327
2907,MENS BRANDED FOOTWEAR,18.941739828797047
611,MENS BRANDED CLOTHING,18.88443017656499
3047,MENS BRANDED CLOTHING,18.728318192098566
4382,MENS BRANDED CLOTHING,18.56743256743248
3169,MENS OWN BRAND FOOTWEAR,18.513246555236627
302,MENS OWN BRAND OUTERWEAR,18.405145151108865
3526,MENS BRANDED CLOTHING,18.327874830516052
345,MENS BRANDED CLOTHING,18.27980769230769
1992,MENS BRANDED CLOTHING,18.172077922077925
1877,MENS BRANDED CLOTHING,18.12656956747727
535,MENS BRANDED CLOTHING,18.10391605243954
607,MENS BRANDED CLOTHING,18.05940594059404
3256,MENS OWN BRAND BOTTOMS,18.007938720532515
1087,MENS OWN BRAND TOPS,17.994688374059553
2336,MENS OWN BRAND TOPS,17.908878614333478
900,MENS BRANDED CLOTHING,17.845955141851128
724,MENS OWN BRAND FOOTWEAR,17.837902815401886
1921,MENS BRANDED CLOTHING,17.822996378651755
828,MENS OWN BRAND KNITWEAR,17.79883561741163
4158,MENS BRANDED CLOTHING,17.714285714285662
829,MENS OWN BRAND KNITWEAR,17.697896979917452
3199,MENS BRANDED CLOTHING,17.55320512695196
3285,MENS BRANDED FOOTWEAR,17.545227386306763
3454,MENS OWN BRAND OUTERWEAR,17.534057317952428
2420,MENS BRANDED CLOTHING,17.517957351290676
937,MENS OWN BRAND TOPS,17.451327228554813
2041,MENS BRANDED CLOTHING,17.396135582245446
3158,MENS OWN BRAND BOTTOMS,17.387365119363764
2865,MENS BRANDED CLOTHING,17.381937542731905
1764,MENS BRANDED CLOTHING,17.01393900541478
3380,MENS BRANDED CLOTHING,16.966883140132484
365,MENS BRANDED CLOTHING,16.919199790307168
3825,MENS BRANDED CLOTHING,16.879124992499186
1424,MENS OWN BRAND FOOTWEAR,16.81622240435421
3863,MENS OWN BRAND BOTTOMS,16.79048177771306
2419,MENS BRANDED CLOTHING,16.785600984201828
3095,MENS BRANDED CLOTHING,16.74996275600423
3575,MENS OWN BRAND TOPS,16.62085262856725
2747,MENS OWN BRAND TOPS,16.437993064870152
4486,MENS BRANDED CLOTHING,16.348140339272806
2371,MENS OWN BRAND FOOTWEAR,16.242677667198066
1721,MENS OWN BRAND FOOTWEAR,16.19552497086628
4343,MENS BRANDED CLOTHING,16.118719528269306
3668,MENS BRANDED CLOTHING,16.035719895548965
182,MENS OWN BRAND TOPS,15.972551080910266
1589,MENS OWN BRAND BOTTOMS,15.967842072129784
2205,MENS BRANDED CLOTHING,15.880608436946511
2396,MENS BRANDED FOOTWEAR,15.8768541444376
4198,MENS BRANDED CLOTHING,15.874612913873783
3956,MENS OWN BRAND TOPS,15.868462138953944
2905,MENS OWN BRAND TOPS,15.777518662975382
4129,MENS OWN BRAND FOOTWEAR,15.760479041916224
4144,MENS BRANDED CLOTHING,15.619319644316635
929,MENS OWN BRAND TOPS,15.560760519307594
1012,MENS BRANDED CLOTHING,15.540000000000008
3678,MENS BRANDED CLOTHING,15.522494175423574
405,MENS OWN BRAND TOPS,15.495179545128424
633,MENS BRANDED CLOTHING,15.390070921985828
2762,MENS OWN BRAND TOPS,15.339130434782607
1931,MENS BRANDED CLOTHING,15.334026587223534
1071,MENS BRANDED CLOTHING,15.258538097206428
4089,MENS BRANDED CLOTHING,15.254762001112278
4421,MENS BRANDED CLOTHING,15.240925214820036
2486,MENS BRANDED FOOTWEAR,15.110374132034396
3894,MENS OWN BRAND BOTTOMS,14.964567117091384
727,MENS OWN BRAND FOOTWEAR,14.955974842767308
1204,MENS OWN BRAND FOOTWEAR,14.933607234350237
668,MENS BRANDED CLOTHING,14.903253275151103
4527,MENS BRANDED CLOTHING,14.885317584592437
3820,MENS OWN BRAND OUTERWEAR,14.818821284338526
2781,MENS OWN BRAND TOPS,14.818194256362405
240,MENS BRANDED CLOTHING,14.780893273930706
643,MENS BRANDED CLOTHING,14.6213531805018
3377,MENS BRANDED CLOTHING,14.525235645317286
4226,MENS OWN BRAND TOPS,14.515779317679645
50,MENS OWN BRAND BOTTOMS,14.452563935632716
1893,MENS BRANDED CLOTHING,14.447999999999999
4347,MENS BRANDED CLOTHING,14.40191687535227
2181,MENS BRANDED CLOTHING,14.399999999999995
2855,MENS BRANDED CLOTHING,14.349261989433684
2935,MENS BRANDED CLOTHING,14.329757695804918
596,MENS BRANDED CLOTHING,14.298218974972752
2258,MENS OWN BRAND OUTERWEAR,14.282365905429428
565,MENS BRANDED CLOTHING,14.260358568861191
362,MENS BRANDED CLOTHING,14.25943658016198
3322,MENS BRANDED FOOTWEAR,14.254786450662742
4258,MENS OWN BRAND TOPS,14.233423998984481
2331,MENS OWN BRAND BOTTOMS,14.103486969483058
1803,MENS BRANDED FOOTWEAR,14.063317535544991
180,MENS OWN BRAND TOPS,14.052969400366623
2030,MENS BRANDED CLOTHING,14.010557173171534
2734,MENS BRANDED CLOTHING,14.000000041666665
4293,MENS OWN BRAND TOPS,13.96625778042383
248,MENS BRANDED CLOTHING,13.892850450370368
2312,MENS OWN BRAND BOTTOMS,13.746518105849608
4185,MENS BRANDED CLOTHING,13.740870786516835
1466,MENS BRANDED CLOTHING,13.689215686274478
718,MENS OWN BRAND FOOTWEAR,13.653681753403061
2149,MENS OWN BRAND TOPS,13.639837470322506
3503,MENS BRANDED CLOTHING,13.596913821367433
3889,MENS OWN BRAND BOTTOMS,13.428870583712394
2805,MENS OWN BRAND TOPS,13.427111518110495
955,MENS OWN BRAND TOPS,13.398701064405678
3376,MENS BRANDED CLOTHING,13.398184311460934
838,MENS BRANDED CLOTHING,13.351126807749672
2111,MENS OWN BRAND BOTTOMS,13.293487221764245
2759,MENS OWN BRAND TOPS,13.29085047632045
2561,MENS OWN BRAND FOOTWEAR,13.281729368412027
1728,MENS OWN BRAND FOOTWEAR,13.264886651353477
1430,MENS BRANDED CLOTHING,13.235050723156071
568,MENS BRANDED CLOTHING,13.174669956211522
4202,MENS BRANDED CLOTHING,13.166666666666645
2695,MENS BRANDED CLOTHING,13.144539975838223
813,MENS OWN BRAND KNITWEAR,13.138982501526195
100,MENS OWN BRAND TOPS,13.116537180910129
871,MENS BRANDED CLOTHING,13.108008785679843
3807,MENS OWN BRAND OUTERWEAR,13.083683833788221
3546,MENS BRANDED CLOTHING,13.05000002214286
850,MENS BRANDED CLOTHING,13.015777103772223
51,MENS OWN BRAND BOTTOMS,12.997174091787533
367,MENS BRANDED CLOTHING,12.994212425655391
1344,MENS OWN BRAND TOPS,12.973440751562157
793,MENS OWN BRAND KNITWEAR,12.944938621935895
3870,MENS OWN BRAND TOPS,12.91720807813635
1748,MENS BRANDED CLOTHING,12.888976539570068
2311,MENS OWN BRAND BOTTOMS,12.882797731568994
3429,MENS OWN BRAND OUTERWEAR,12.87913636146626
1642,MENS OWN BRAND BOTTOMS,12.84555268314727
3259,MENS OWN BRAND BOTTOMS,12.805847153034467
1379,MENS BRANDED CLOTHING,12.804347826086955
2310,MENS OWN BRAND BOTTOMS,12.800000000000006
2284,MENS OWN BRAND KNITWEAR,12.793472215219111
2182,MENS BRANDED CLOTHING,12.790697674418583
4450,MENS OWN BRAND BOTTOMS,12.781444422706638
1531,MENS OWN BRAND BOTTOMS,12.774353247277581
2812,MENS OWN BRAND TOPS,12.697032045042938
4030,MENS OWN BRAND TOPS,12.692307692307608
2825,MENS OWN BRAND FOOTWEAR,12.683962317157679
640,MENS BRANDED CLOTHING,12.634908544489575
1086,MENS OWN BRAND TOPS,12.604456161983732
2412,MENS BRANDED FOOTWEAR,12.577058698746407
4306,MENS OWN BRAND TOPS,12.563975065157342
1361,MENS OWN BRAND TOPS,12.525888933727488
1620,MENS OWN BRAND BOTTOMS,12.504081953870964
3819,MENS OWN BRAND TOPS,12.404110985465273
2887,MENS BRANDED CLOTHING,12.387635792376694
2308,MENS OWN BRAND BOTTOMS,12.376884422110576
2737,MENS BRANDED CLOTHING,12.312947877583104
2231,MENS OWN BRAND FOOTWEAR,12.297311116110444
2024,MENS BRANDED CLOTHING,12.288126456876466
1714,MENS OWN BRAND FOOTWEAR,12.280753280051453
462,MENS OWN BRAND KNITWEAR,12.271617577480043
67,MENS OWN BRAND BOTTOMS,12.26859518000004
1944,MENS BRANDED CLOTHING,12.142857142857089
1768,MENS BRANDED CLOTHING,12.141239379760336
2506,MENS BRANDED FOOTWEAR,12.124999999999993
2044,MENS BRANDED CLOTHING,12.073879304444835
2779,MENS OWN BRAND TOPS,12.070312499999988
2661,MENS OWN BRAND KNITWEAR,12.057884783220759
3254,MENS OWN BRAND TOPS,12.02811302215324
83,MENS OWN BRAND TOPS,12.01409313725488
3607,MENS OWN BRAND TOPS,11.992610638163985
545,MENS OWN BRAND DENIM,11.99105741444709
4489,MENS BRANDED CLOTHING,11.978578085167817
3687,MENS BRANDED CLOTHING,11.951855197571627
4598,MENS BRANDED CLOTHING,11.900000000000006
2309,MENS OWN BRAND BOTTOMS,11.810193321616893
606,MENS BRANDED CLOTHING,11.714496414378692
2275,MENS OWN BRAND KNITWEAR,11.70498781628372
2295,MENS BRANDED CLOTHING,11.703706729765532
1535,MENS OWN BRAND BOTTOMS,11.661949259581165
686,MENS OWN BRAND FOOTWEAR,11.645241560764907
3111,MENS BRANDED CLOTHING,11.609902166162804
2150,MENS BRANDED CLOTHING,11.603734963949295
2631,MENS OWN BRAND DENIM,11.468182289272406
2520,MENS OWN BRAND TOPS,11.452943203228408
3112,MENS BRANDED CLOTHING,11.427395427777098
500,MENS BRANDED CLOTHING,11.329420678657584
2715,MENS BRANDED CLOTHING,11.322580645161286
2115,MENS OWN BRAND DENIM,11.301467614968237
1928,MENS BRANDED CLOTHING,11.294330160374559
3375,MENS BRANDED CLOTHING,11.275854442203135
2132,MENS BRANDED CLOTHING,11.258829453659422
3311,MENS OWN BRAND FOOTWEAR,11.235234618058968
1606,MENS OWN BRAND BOTTOMS,11.222529317672072
2890,MENS BRANDED CLOTHING,11.191802023855086
1537,MENS OWN BRAND BOTTOMS,11.17235916381587
2492,MENS BRANDED FOOTWEAR,11.144693373292608
554,MENS BRANDED CLOTHING,11.140758856722897
1671,MENS OWN BRAND TOPS,11.129442369168792
3871,MENS OWN BRAND TOPS,11.110885125897166
4039,MENS OWN BRAND TOPS,11.105263157894731
3664,MENS BRANDED CLOTHING,11.062692915112759
1643,MENS OWN BRAND BOTTOMS,11.055555585079334
3857,MENS OWN BRAND TOPS,11.024923045003057
247,MENS BRANDED CLOTHING,11.013156454293954
1047,MENS OWN BRAND FOOTWEAR,11.002602297200278
3532,MENS BRANDED CLOTHING,10.994246121966098
1918,MENS BRANDED CLOTHING,10.964097016911637
3827,MENS OWN BRAND TOPS,10.961237497008705
3482,MENS BRANDED FOOTWEAR,10.951529384240212
3428,MENS OWN BRAND OUTERWEAR,10.865806075178746
