product_number,department_desc,elasticity
306,MENS OWN BRAND KNITWEAR,54.98187430278339
3791,MENS BRANDED CLOTHING,54.280936819171956
4123,MENS BRANDED CLOTHING,53.94525959268697
1302,MENS BRANDED FOOTWEAR,53.68802478235813
1594,MENS OWN BRAND BOTTOMS,53.640510754992896
122,MENS OWN BRAND OUTERWEAR,52.999999999999766
3823,MENS OWN BRAND OUTERWEAR,47.87935679846169
3367,MENS BRANDED CLOTHING,47.87551792576135
105,MENS OWN BRAND OUTERWEAR,47.62290918822838
422,MENS OWN BRAND OUTERWEAR,46.50000000000004
543,MENS OWN BRAND DENIM,45.83882511816339
4144,MENS BRANDED CLOTHING,45.11111111111129
1626,MENS OWN BRAND BOTTOMS,44.53023870615076
12,MENS OWN BRAND BOTTOMS,42.00077300150851
1513,MENS BRANDED CLOTHING,41.99999999999995
3318,MENS OWN BRAND FOOTWEAR,41.75888240379289
281,MENS BRANDED FOOTWEAR,41.758304696449194
640,MENS BRANDED CLOTHING,41.630656874673996
3771,MENS OWN BRAND FOOTWEAR,41.07580823690806
3819,MENS OWN BRAND TOPS,40.29848375706218
1803,MENS BRANDED FOOTWEAR,39.128205128204755
338,MENS BRANDED CLOTHING,39.02272727272724
3586,MENS OWN BRAND TOPS,38.865393641495345
4302,MENS OWN BRAND TOPS,37.9206470300197
2765,MENS OWN BRAND TOPS,37.26433268517441
37,MENS OWN BRAND BOTTOMS,37.24318269886038
313,MENS OWN BRAND FOOTWEAR,37.13518603759136
2998,MENS BRANDED FOOTWEAR,36.942674128716554
3278,MENS OWN BRAND BOTTOMS,36.14275058486949
1936,MENS BRANDED CLOTHING,35.576114903251664
1746,MENS OWN BRAND FOOTWEAR,35.546759498022915
3246,MENS BRANDED CLOTHING,34.55000005191818
1539,MENS OWN BRAND TOPS,34.45263531277305
3097,MENS BRANDED CLOTHING,34.29870933109267
2345,MENS BRANDED FOOTWEAR,34.2861328898391
3560,MENS OWN BRAND DENIM,34.13666387542748
3751,MENS OWN BRAND FOOTWEAR,33.93055555555544
2404,MENS OWN BRAND FOOTWEAR,33.65659976980138
1070,MENS BRANDED CLOTHING,33.11952006646221
4451,MENS OWN BRAND BOTTOMS,32.82398549263479
3715,MENS BRANDED CLOTHING,32.50527372108031
1676,MENS OWN BRAND BOTTOMS,32.309825594745114
2366,MENS OWN BRAND FOOTWEAR,32.19491737074245
1062,MENS BRANDED CLOTHING,31.754944648391945
1609,MENS OWN BRAND BOTTOMS,31.74466733891851
635,MENS BRANDED CLOTHING,30.732288787861435
2712,MENS BRANDED CLOTHING,30.218323690009186
3005,MENS BRANDED FOOTWEAR,29.82992299554406
4554,MENS BRANDED FOOTWEAR,29.142958748221858
267,MENS OWN BRAND TOPS,29.087807557753024
2213,MENS BRANDED CLOTHING,29.03996284164542
3770,MENS OWN BRAND FOOTWEAR,28.921294510738562
1519,MENS BRANDED CLOTHING,28.898843930635707
400,MENS OWN BRAND TOPS,28.457405007882983
3493,MENS OWN BRAND OUTERWEAR,27.77090167732368
1067,MENS BRANDED CLOTHING,27.61764725056691
1727,MENS OWN BRAND FOOTWEAR,27.55995612772869
4516,MENS BRANDED CLOTHING,27.5507657936019
1240,MENS BRANDED CLOTHING,27.51230167480162
818,MENS OWN BRAND KNITWEAR,27.422697738619412
149,MENS OWN BRAND OUTERWEAR,26.689795151066487
1180,MENS BRANDED FOOTWEAR,26.39999999999999
1424,MENS OWN BRAND FOOTWEAR,26.009865538289173
2161,MENS BRANDED CLOTHING,25.986411461117097
625,MENS BRANDED CLOTHING,25.744010178387516
1793,MENS BRANDED CLOTHING,25.703754315269766
764,MENS OWN BRAND KNITWEAR,25.181288981289082
139,MENS OWN BRAND OUTERWEAR,24.935272160861746
1859,MENS BRANDED CLOTHING,24.858021680636813
787,MENS OWN BRAND KNITWEAR,24.668796717448785
3806,MENS BRANDED CLOTHING,24.509566822066787
1737,MENS OWN BRAND FOOTWEAR,24.479716024340835
2100,MENS BRANDED CLOTHING,24.249514330633314
1032,MENS OWN BRAND OUTERWEAR,24.122252255585817
2231,MENS OWN BRAND FOOTWEAR,23.97379618524232
3181,MENS BRANDED CLOTHING,23.952632060429973
3843,MENS OWN BRAND BOTTOMS,23.94193627828184
4048,MENS OWN BRAND TOPS,23.787555862476786
4120,MENS OWN BRAND FOOTWEAR,23.768886501692958
1987,MENS OWN BRAND TOPS,23.477375980081476
384,MENS OWN BRAND FOOTWEAR,23.375624603481132
2,MENS OWN BRAND FOOTWEAR,23.337686615127442
1385,MENS OWN BRAND FOOTWEAR,23.016756472760026
440,MENS OWN BRAND KNITWEAR,22.859391939671507
3632,MENS BRANDED CLOTHING,22.82601138918116
194,MENS OWN BRAND TOPS,22.80864462505238
3564,MENS OWN BRAND BOTTOMS,22.688042319793055
2211,MENS BRANDED CLOTHING,22.649029049738587
3834,MENS BRANDED CLOTHING,22.30413286540189
3965,MENS OWN BRAND TOPS,21.829997885471666
2397,MENS OWN BRAND FOOTWEAR,21.579402515723388
4018,MENS OWN BRAND TOPS,21.35473628335858
2395,MENS BRANDED CLOTHING,21.281818181818252
552,MENS OWN BRAND DENIM,21.277777777777757
2657,MENS OWN BRAND KNITWEAR,21.25368606197295
1531,MENS OWN BRAND BOTTOMS,21.21423359500794
2300,MENS BRANDED CLOTHING,20.875041042016207
701,MENS OWN BRAND FOOTWEAR,20.85319148936169
64,MENS OWN BRAND TOPS,20.82886802942194
3178,MENS BRANDED CLOTHING,20.774822186360684
547,MENS OWN BRAND DENIM,20.556590300252424
862,MENS BRANDED CLOTHING,20.48555372304686
1623,MENS OWN BRAND BOTTOMS,20.458497831379375
1348,MENS OWN BRAND BOTTOMS,20.431735620456717
3132,MENS BRANDED CLOTHING,20.314102700330036
4030,MENS OWN BRAND TOPS,19.95672695276811
415,MENS BRANDED CLOTHING,19.886568201653063
4434,MENS OWN BRAND BOTTOMS,19.704027684591114
245,MENS BRANDED CLOTHING,19.69240612805249
548,MENS OWN BRAND DENIM,19.64335895973514
1898,MENS OWN BRAND KNITWEAR,19.60000000000002
3588,MENS OWN BRAND TOPS,19.311569940818245
3414,MENS OWN BRAND FOOTWEAR,19.30065359477121
3729,MENS BRANDED CLOTHING,19.259293876223204
967,MENS OWN BRAND TOPS,19.200000000000017
2907,MENS BRANDED FOOTWEAR,19.150329932776835
3995,MENS OWN BRAND TOPS,18.99999999999998
1079,MENS OWN BRAND TOPS,18.72
2044,MENS BRANDED CLOTHING,18.628202350316382
4116,MENS BRANDED FOOTWEAR,18.619557937039495
2604,MENS BRANDED CLOTHING,18.135685973711283
3287,MENS BRANDED FOOTWEAR,17.999999999999993
2887,MENS BRANDED CLOTHING,17.822091496468413
4578,MENS BRANDED CLOTHING,17.792157381965637
3939,MENS OWN BRAND BOTTOMS,17.51861887984363
155,MENS OWN BRAND TOPS,17.46986464540043
468,MENS OWN BRAND KNITWEAR,17.409385959883323
83,MENS OWN BRAND TOPS,17.368108922111926
3825,MENS BRANDED CLOTHING,17.298240467836262
69,MENS OWN BRAND BOTTOMS,17.22168062531345
97,MENS OWN BRAND TOPS,17.03333333333334
2656,MENS OWN BRAND DENIM,16.97348851654008
467,MENS OWN BRAND KNITWEAR,16.916378342849093
2244,MENS BRANDED CLOTHING,16.850120481927767
668,MENS BRANDED CLOTHING,16.753127545723675
941,MENS OWN BRAND TOPS,16.690201460563717
991,MENS OWN BRAND DENIM,16.673180616783238
2824,MENS OWN BRAND FOOTWEAR,16.63354572146766
545,MENS OWN BRAND DENIM,16.40327782885109
700,MENS OWN BRAND FOOTWEAR,16.373431538005992
907,MENS BRANDED CLOTHING,16.354337354265354
2814,MENS OWN BRAND TOPS,16.199999999999992
4372,MENS OWN BRAND DENIM,16.155102040816328
974,MENS OWN BRAND DENIM,16.08544928497716
3755,MENS OWN BRAND FOOTWEAR,16.07399299474605
1671,MENS OWN BRAND TOPS,15.672557766803783
4151,MENS BRANDED CLOTHING,15.624999999999986
2740,MENS BRANDED CLOTHING,15.616768743864665
1381,MENS OWN BRAND FOOTWEAR,15.611646380434607
4435,MENS OWN BRAND BOTTOMS,15.571743139939933
1537,MENS OWN BRAND BOTTOMS,15.364737152199622
1218,MENS BRANDED CLOTHING,15.205786185819111
3164,MENS OWN BRAND BOTTOMS,15.128292277779446
717,MENS OWN BRAND FOOTWEAR,15.125527756623008
3904,MENS OWN BRAND TOPS,15.119743715599444
3171,MENS OWN BRAND FOOTWEAR,15.09651614364857
3758,MENS OWN BRAND FOOTWEAR,15.090143787632359
2274,MENS OWN BRAND KNITWEAR,15.023485033535053
3941,MENS OWN BRAND TOPS,14.985555555555537
567,MENS BRANDED CLOTHING,14.962483183173802
2270,MENS OWN BRAND KNITWEAR,14.796050578642523
2755,MENS OWN BRAND TOPS,14.787923436788075
528,MENS BRANDED CLOTHING,14.751388888888897
163,MENS OWN BRAND TOPS,14.716893453035189
3963,MENS OWN BRAND TOPS,14.699282057099294
1720,MENS OWN BRAND FOOTWEAR,14.645949717186847
1169,MENS BRANDED CLOTHING,14.630951409425263
4246,MENS OWN BRAND TOPS,14.583333333333297
3759,MENS BRANDED FOOTWEAR,14.550934065934086
1205,MENS OWN BRAND FOOTWEAR,14.443020583081228
4481,MENS BRANDED CLOTHING,14.374017668204436
2292,MENS BRANDED CLOTHING,14.26282051282051
1713,MENS OWN BRAND FOOTWEAR,14.25407927276352
65,MENS OWN BRAND BOTTOMS,14.208687056943623
1395,MENS OWN BRAND FOOTWEAR,14.196128726759508
821,MENS OWN BRAND KNITWEAR,14.083850927773604
3135,MENS BRANDED CLOTHING,14.049651322580102
4531,MENS BRANDED CLOTHING,14.029748819489123
1779,MENS BRANDED CLOTHING,13.99012965186523
2715,MENS BRANDED CLOTHING,13.977077977720647
364,MENS BRANDED CLOTHING,13.962456553828998
550,MENS OWN BRAND DENIM,13.948305570816375
4262,MENS OWN BRAND TOPS,13.869306837513834
3240,MENS BRANDED CLOTHING,13.833333333333309
1598,MENS OWN BRAND BOTTOMS,13.81686639097345
1046,MENS OWN BRAND FOOTWEAR,13.799907528002084
91,MENS OWN BRAND TOPS,13.798139326070364
1876,MENS BRANDED CLOTHING,13.653657002956066
729,MENS OWN BRAND FOOTWEAR,13.502801137764196
3259,MENS OWN BRAND BOTTOMS,13.495702401218324
1009,MENS BRANDED CLOTHING,13.389047666269844
3096,MENS BRANDED CLOTHING,13.242158601947596
4157,MENS BRANDED CLOTHING,13.156626584424087
92,MENS OWN BRAND TOPS,13.111111111111153
420,MENS BRANDED FOOTWEAR,13.098159817072679
3331,MENS OWN BRAND KNITWEAR,13.0719166193431
1641,MENS OWN BRAND BOTTOMS,13.066666666666661
1967,MENS BRANDED CLOTHING,13.044260170974376
4461,MENS OWN BRAND BOTTOMS,13.036640961803897
2283,MENS OWN BRAND TOPS,13.023405106733096
1394,MENS OWN BRAND FOOTWEAR,12.896823707895464
1383,MENS OWN BRAND FOOTWEAR,12.848788880597908
4550,MENS BRANDED FOOTWEAR,12.74705063319228
3669,MENS BRANDED CLOTHING,12.647297867426175
60,MENS OWN BRAND TOPS,12.606749078674287
636,MENS BRANDED CLOTHING,12.575355476728502
41,MENS BRANDED CLOTHING,12.571428571428578
1939,MENS BRANDED CLOTHING,12.560106558368084
836,MENS OWN BRAND KNITWEAR,12.552571897124857
565,MENS BRANDED CLOTHING,12.535930747597398
2747,MENS OWN BRAND TOPS,12.501635426372339
341,MENS BRANDED CLOTHING,12.406141924796604
1723,MENS OWN BRAND FOOTWEAR,12.381249999999985
4053,MENS BRANDED CLOTHING,12.372806700790317
2947,MENS BRANDED CLOTHING,12.345042608273996
4444,MENS OWN BRAND DENIM,12.244897959183673
1308,MENS BRANDED FOOTWEAR,12.104067242833038
138,MENS OWN BRAND OUTERWEAR,12.101476931238881
380,MENS OWN BRAND BOTTOMS,12.038322098226931
549,MENS OWN BRAND DENIM,12.03745990567206
917,MENS OWN BRAND TOPS,12.012592592592592
2559,MENS OWN BRAND FOOTWEAR,12.00000000000001
2254,MENS OWN BRAND BOTTOMS,12.0
4002,MENS OWN BRAND TOPS,11.989814641228593
3176,MENS BRANDED CLOTHING,11.984374999999982
4026,MENS OWN BRAND TOPS,11.984176383055871
428,MENS OWN BRAND OUTERWEAR,11.915586193849602
2362,MENS OWN BRAND FOOTWEAR,11.914593832714106
3393,MENS BRANDED CLOTHING,11.853209102637543
992,MENS OWN BRAND DENIM,11.831374357283023
358,MENS BRANDED CLOTHING,11.753214301026793
1607,MENS OWN BRAND BOTTOMS,11.749143497808468
448,MENS OWN BRAND KNITWEAR,11.7435739094516
365,MENS BRANDED CLOTHING,11.711428665928617
1627,MENS OWN BRAND BOTTOMS,11.68181818181788
3334,MENS OWN BRAND OUTERWEAR,11.640963348903062
377,MENS BRANDED CLOTHING,11.63141030016028
970,MENS OWN BRAND DENIM,11.61300546448083
724,MENS OWN BRAND FOOTWEAR,11.600615162165417
1604,MENS OWN BRAND BOTTOMS,11.548452873295531
3372,MENS BRANDED CLOTHING,11.471154903385223
2098,MENS OWN BRAND KNITWEAR,11.387402213520472
4295,MENS OWN BRAND TOPS,11.347857210451119
2671,MENS BRANDED CLOTHING,11.340850388598502
2394,MENS BRANDED CLOTHING,11.318621696288323
653,MENS BRANDED CLOTHING,11.285539677441593
3375,MENS BRANDED CLOTHING,11.280077672345108
1732,MENS OWN BRAND FOOTWEAR,11.212815646660065
408,MENS OWN BRAND TOPS,11.20545671413055
1589,MENS OWN BRAND BOTTOMS,11.137601716406962
3174,MENS OWN BRAND FOOTWEAR,11.127801498785141
672,MENS BRANDED FOOTWEAR,11.083133026113206
1711,MENS OWN BRAND FOOTWEAR,11.05949128094306
312,MENS OWN BRAND FOOTWEAR,11.026483726866621
2631,MENS OWN BRAND DENIM,11.013963718118228
3195,MENS BRANDED CLOTHING,10.995596748905216
591,MENS BRANDED CLOTHING,10.988811188811198
1538,MENS OWN BRAND TOPS,10.961524537631865
1613,MENS OWN BRAND BOTTOMS,10.957265433000694
840,MENS BRANDED CLOTHING,10.937890120693119
1571,MENS OWN BRAND OUTERWEAR,10.916829430455273
3124,MENS BRANDED CLOTHING,10.874131092193752
1423,MENS OWN BRAND FOOTWEAR,10.871363239786335
2905,MENS OWN BRAND TOPS,10.85041587848349
1798,MENS BRANDED FOOTWEAR,10.81666666666666
47,MENS OWN BRAND TOPS,10.794607863862034
1541,MENS OWN BRAND TOPS,10.770780790433294
3668,MENS BRANDED CLOTHING,10.770359961389765
4527,MENS BRANDED CLOTHING,10.702961127780393
3342,MENS BRANDED CLOTHING,10.696212121989877
4526,MENS BRANDED CLOTHING,10.677203074603387
4277,MENS OWN BRAND TOPS,10.590193951168429
1791,MENS BRANDED CLOTHING,10.522165417988548
1184,MENS BRANDED FOOTWEAR,10.520202053535362
2641,MENS OWN BRAND KNITWEAR,10.487997906204276
3166,MENS BRANDED FOOTWEAR,10.440190476190484
1059,MENS BRANDED CLOTHING,10.43570348129553
1335,MENS OWN BRAND TOPS,10.426433960094108
1961,MENS BRANDED FOOTWEAR,10.403353057199185
1715,MENS OWN BRAND FOOTWEAR,10.391633466794417
675,MENS BRANDED FOOTWEAR,10.3504688600554
4152,MENS BRANDED CLOTHING,10.350000000000003
2564,MENS OWN BRAND FOOTWEAR,10.347031825550642
2852,MENS BRANDED CLOTHING,10.181070911077915
4208,MENS BRANDED CLOTHING,10.139436075348545
1387,MENS OWN BRAND FOOTWEAR,10.10553654363238
1710,MENS OWN BRAND FOOTWEAR,10.099212023221627
1091,MENS OWN BRAND TOPS,10.080995428486949
4122,MENS BRANDED CLOTHING,10.037142378559444
1076,MENS BRANDED CLOTHING,10.022768932536284
2203,MENS BRANDED CLOTHING,10.01928571428572
2245,MENS BRANDED CLOTHING,9.9560632688928
2384,MENS OWN BRAND FOOTWEAR,9.937466347038995
445,MENS OWN BRAND KNITWEAR,9.93497641551828
193,MENS OWN BRAND TOPS,9.931289692727894
4273,MENS OWN BRAND TOPS,9.92228717823621
3391,MENS BRANDED CLOTHING,9.907541971036792
469,MENS OWN BRAND KNITWEAR,9.899485682543588
1578,MENS OWN BRAND FOOTWEAR,9.862463095504785
3953,MENS OWN BRAND TOPS,9.84280960347755
3536,MENS BRANDED CLOTHING,9.822929266025982
1518,MENS OWN BRAND KNITWEAR,9.799999999999999
188,MENS OWN BRAND TOPS,9.790397697462932
1762,MENS BRANDED CLOTHING,9.734211008654404
2024,MENS BRANDED CLOTHING,9.694444511111115
4316,MENS OWN BRAND TOPS,9.691372549019608
2748,MENS OWN BRAND TOPS,9.610958439622175
2067,MENS OWN BRAND KNITWEAR,9.595183462968874
1418,MENS OWN BRAND FOOTWEAR,9.58506835214496
679,MENS BRANDED FOOTWEAR,9.571428571428575
540,MENS OWN BRAND DENIM,9.557645471995073
4458,MENS OWN BRAND BOTTOMS,9.480186967505228
3389,MENS BRANDED CLOTHING,9.407050001331934
2617,MENS OWN BRAND DENIM,9.406491167891716
841,MENS BRANDED CLOTHING,9.39756681994146
2802,MENS OWN BRAND TOPS,9.393504053080607
3779,MENS BRANDED CLOTHING,9.380769230769227
1075,MENS BRANDED CLOTHING,9.380192914939785
875,MENS BRANDED CLOTHING,9.288276202384663
2363,MENS OWN BRAND FOOTWEAR,9.265506085499604
1474,MENS BRANDED CLOTHING,9.259793447293438
2069,MENS OWN BRAND KNITWEAR,9.22051513442378
1902,MENS BRANDED CLOTHING,9.204545454545466
2602,MENS BRANDED CLOTHING,9.182393735894886
4119,MENS OWN BRAND FOOTWEAR,9.174944006872098
2760,MENS OWN BRAND TOPS,9.170421803672175
2088,MENS BRANDED CLOTHING,9.13636363636364
2129,MENS OWN BRAND DENIM,9.101973808499093
1919,MENS BRANDED CLOTHING,9.096168475017778
2282,MENS OWN BRAND KNITWEAR,9.087631567671572
2284,MENS OWN BRAND KNITWEAR,9.028402229646648
3016,MENS BRANDED CLOTHING,8.999999999999996
3160,MENS OWN BRAND KNITWEAR,8.963999489580846
3163,MENS OWN BRAND BOTTOMS,8.962857142857152
1314,MENS OWN BRAND TOPS,8.958410311555191
368,MENS BRANDED CLOTHING,8.943020650981795
4205,MENS BRANDED CLOTHING,8.938488905556559
0,MENS OWN BRAND BOTTOMS,8.936289626248929
544,MENS OWN BRAND BOTTOMS,8.934811430945244
2662,MENS OWN BRAND KNITWEAR,8.91995472422201
67,MENS OWN BRAND BOTTOMS,8.871817527495399
4453,MENS OWN BRAND BOTTOMS,8.867178630885759
972,MENS OWN BRAND DENIM,8.861801242236027
1681,MENS OWN BRAND BOTTOMS,8.800290295379897
4043,MENS OWN BRAND TOPS,8.753032714438763
3422,MENS OWN BRAND BOTTOMS,8.750651252317002
4446,MENS OWN BRAND FOOTWEAR,8.750464135021097
2108,MENS OWN BRAND TOPS,8.740400577408884
1351,MENS OWN BRAND TOPS,8.735387515725368
4462,MENS OWN BRAND BOTTOMS,8.720764758572836
1960,MENS BRANDED FOOTWEAR,8.71378910776361
1950,MENS BRANDED CLOTHING,8.703703781481506
3714,MENS BRANDED CLOTHING,8.68060555804266
2075,MENS OWN BRAND OUTERWEAR,8.674715491636814
1787,MENS BRANDED CLOTHING,8.66968841500144
3007,MENS BRANDED FOOTWEAR,8.666666666666666
3911,MENS OWN BRAND TOPS,8.657526523860053
4456,MENS OWN BRAND BOTTOMS,8.649972280522258
2062,MENS OWN BRAND KNITWEAR,8.649111876849165
4088,MENS BRANDED CLOTHING,8.643724326502074
4506,MENS OWN BRAND TOPS,8.610891867817427
3653,MENS BRANDED CLOTHING,8.59596835743461
1115,MENS OWN BRAND DENIM,8.594659144884709
3894,MENS OWN BRAND BOTTOMS,8.588048669934697
1730,MENS OWN BRAND FOOTWEAR,8.577315088620159
2622,MENS OWN BRAND KNITWEAR,8.572463498408464
4565,MENS BRANDED FOOTWEAR,8.563539192399
2118,MENS OWN BRAND DENIM,8.563512916111291
1102,MENS OWN BRAND TOPS,8.55828041623075
266,MENS OWN BRAND TOPS,8.553772065522109
154,MENS OWN BRAND TOPS,8.541540595650101
521,MENS BRANDED CLOTHING,8.53565751274926
1178,MENS BRANDED FOOTWEAR,8.509523809523799
3662,MENS BRANDED CLOTHING,8.509151034151023
1767,MENS BRANDED CLOTHING,8.496699680237827
2628,MENS OWN BRAND KNITWEAR,8.44907622071876
3105,MENS BRANDED CLOTHING,8.430675688244037
446,MENS OWN BRAND KNITWEAR,8.408072934323535
3051,MENS BRANDED CLOTHING,8.40330555738174
923,MENS OWN BRAND TOPS,8.385796849602507
435,MENS OWN BRAND KNITWEAR,8.37664066237341
2360,MENS OWN BRAND FOOTWEAR,8.375000000000004
2562,MENS OWN BRAND FOOTWEAR,8.333211180008867
546,MENS OWN BRAND DENIM,8.32093495477441
2331,MENS OWN BRAND BOTTOMS,8.319150811464647
3692,MENS BRANDED CLOTHING,8.318534555488956
475,MENS BRANDED CLOTHING,8.317340084840069
124,MENS OWN BRAND OUTERWEAR,8.314202671354906
673,MENS BRANDED FOOTWEAR,8.29565025253953
646,MENS BRANDED CLOTHING,8.289187135654247
2515,MENS OWN BRAND TOPS,8.280848242371613
2072,MENS OWN BRAND OUTERWEAR,8.260999095558264
2832,MENS BRANDED CLOTHING,8.250000000000002
4226,MENS OWN BRAND TOPS,8.243120801551411
3526,MENS BRANDED CLOTHING,8.220476469810643
4056,MENS BRANDED CLOTHING,8.196190662857235
2302,MENS OWN BRAND FOOTWEAR,8.180308964981341
434,MENS OWN BRAND KNITWEAR,8.165323834122587
1662,MENS OWN BRAND TOPS,8.125740450723466
3129,MENS BRANDED CLOTHING,8.094169002653837
3145,MENS BRANDED CLOTHING,8.088425925925923
27,MENS OWN BRAND BOTTOMS,8.07842917243487
2078,MENS OWN BRAND OUTERWEAR,8.076479522732047
4282,MENS OWN BRAND TOPS,8.068584447196606
3274,MENS OWN BRAND BOTTOMS,8.037273966907952
181,MENS OWN BRAND TOPS,8.035253959757224
483,MENS BRANDED CLOTHING,8.029173455605099
1772,MENS BRANDED CLOTHING,8.02142816961021
1323,MENS OWN BRAND TOPS,7.991553581474783
4145,MENS BRANDED CLOTHING,7.9896110432668905
3988,MENS OWN BRAND TOPS,7.973585980303994
1840,MENS BRANDED CLOTHING,7.952450991329653
3089,MENS BRANDED CLOTHING,7.947411186696869
733,MENS BRANDED CLOTHING,7.9458333333333275
1620,MENS OWN BRAND BOTTOMS,7.9441088288288215
2035,MENS BRANDED CLOTHING,7.921449437268042
4371,MENS OWN BRAND DENIM,7.91653166410162
1739,MENS OWN BRAND FOOTWEAR,7.914502377341305
1744,MENS OWN BRAND FOOTWEAR,7.8990394917798525
1657,MENS OWN BRAND TOPS,7.89123986065404
1941,MENS BRANDED CLOTHING,7.8842105615249825
3418,MENS OWN BRAND DENIM,7.837696325744304
3774,MENS OWN BRAND FOOTWEAR,7.828974739970289
1632,MENS OWN BRAND BOTTOMS,7.826850208479763
3108,MENS BRANDED CLOTHING,7.819940480763373
3789,MENS BRANDED CLOTHING,7.81612426035503
4017,MENS OWN BRAND TOPS,7.81026850835146
1113,MENS OWN BRAND DENIM,7.804541674404823
1651,MENS OWN BRAND TOPS,7.802498991772952
144,MENS OWN BRAND OUTERWEAR,7.792653451597058
4109,MENS OWN BRAND FOOTWEAR,7.788581935444112
3272,MENS OWN BRAND TOPS,7.77816666666666
1534,MENS OWN BRAND BOTTOMS,7.756738418272477
132,MENS OWN BRAND OUTERWEAR,7.738040031383759
2005,MENS OWN BRAND TOPS,7.736696816687008
1313,MENS OWN BRAND TOPS,7.686316481297863
4500,MENS OWN BRAND TOPS,7.614975195693292
792,MENS OWN BRAND KNITWEAR,7.60902153413913
2217,MENS BRANDED CLOTHING,7.578571428571425
3994,MENS OWN BRAND BOTTOMS,7.5375000000000005
3487,MENS BRANDED FOOTWEAR,7.534178037686811
2687,MENS BRANDED CLOTHING,7.50462962962961
3879,MENS OWN BRAND BOTTOMS,7.473544973544969
4052,MENS BRANDED CLOTHING,7.466666666666676
2263,MENS OWN BRAND KNITWEAR,7.461889249464983
4450,MENS OWN BRAND BOTTOMS,7.450320723900462
616,MENS BRANDED CLOTHING,7.427350475213689
3928,MENS OWN BRAND BOTTOMS,7.421219201864351
3173,MENS BRANDED FOOTWEAR,7.420138888888893
660,MENS BRANDED CLOTHING,7.410714285714287
1931,MENS BRANDED CLOTHING,7.406886693148809
1949,MENS BRANDED CLOTHING,7.397242066680954
900,MENS BRANDED CLOTHING,7.394714778504836
2382,MENS OWN BRAND DENIM,7.378620049361392
1106,MENS OWN BRAND DENIM,7.378326661400462
4253,MENS OWN BRAND TOPS,7.363524021251755
3934,MENS OWN BRAND TOPS,7.362693574627225
3502,MENS BRANDED CLOTHING,7.354797999242426
2529,MENS OWN BRAND TOPS,7.318965517241385
1078,MENS OWN BRAND TOPS,7.318955022526808
946,MENS OWN BRAND TOPS,7.314557029443689
1331,MENS OWN BRAND FOOTWEAR,7.279244040173714
3877,MENS OWN BRAND BOTTOMS,7.245106532626532
133,MENS OWN BRAND OUTERWEAR,7.242976197084244
3983,MENS OWN BRAND TOPS,7.210656055636904
3901,MENS OWN BRAND BOTTOMS,7.20858530217679
4290,MENS OWN BRAND TOPS,7.2082362675136595
4454,MENS OWN BRAND TOPS,7.196705107638556
1417,MENS OWN BRAND FOOTWEAR,7.1905998967131355
551,MENS OWN BRAND DENIM,7.188730158730141
457,MENS OWN BRAND KNITWEAR,7.1859023539386255
3562,MENS OWN BRAND OUTERWEAR,7.1854583732389585
3152,MENS BRANDED CLOTHING,7.160703232494242
1036,MENS OWN BRAND OUTERWEAR,7.156491464962115
